date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:57:16	131933/131933	---M--	200	added ('OK')	image/jpeg	etag:%222035d-5b2573f08e640%22	https://preview.colorlib.com/theme/glint/images/portfolio/lady-shutterbug.jpg	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/portfolio/lady-shutterbug.jpg	(from https://preview.colorlib.com/theme/glint/)
18:57:16	112923/112923	---M--	200	added ('OK')	image/jpeg	etag:%221b91b-5b2573f45ef40%22	https://preview.colorlib.com/theme/glint/images/portfolio/gallery/g-woodcraft.jpg	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/portfolio/gallery/g-woodcraft.jpg	(from https://preview.colorlib.com/theme/glint/)
18:57:16	39697/39697	---M--	200	added ('OK')	image/jpeg	etag:%229b11-5b2573ef9a400%22	https://preview.colorlib.com/theme/glint/images/portfolio/woodcraft.jpg	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/portfolio/woodcraft.jpg	(from https://preview.colorlib.com/theme/glint/)
18:57:17	77492/77492	---M--	200	added ('OK')	image/jpeg	etag:%2212eb4-5b2573f08e640%22	https://preview.colorlib.com/theme/glint/images/portfolio/gallery/g-beetle.jpg	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/portfolio/gallery/g-beetle.jpg	(from https://preview.colorlib.com/theme/glint/)
18:57:17	30750/30750	---M--	200	added ('OK')	image/jpeg	etag:%22781e-5b2573ecbdd40%22	https://preview.colorlib.com/theme/glint/images/portfolio/the-beetle.jpg	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/portfolio/the-beetle.jpg	(from https://preview.colorlib.com/theme/glint/)
18:57:18	191615/191615	---M--	200	added ('OK')	image/jpeg	etag:%222ec7f-5b2573f36ad00%22	https://preview.colorlib.com/theme/glint/images/portfolio/gallery/g-grow-green.jpg	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/portfolio/gallery/g-grow-green.jpg	(from https://preview.colorlib.com/theme/glint/)
18:57:18	67233/67233	---M--	200	added ('OK')	image/jpeg	etag:%22106a1-5b2573edb1f80%22	https://preview.colorlib.com/theme/glint/images/portfolio/grow-green.jpg	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/portfolio/grow-green.jpg	(from https://preview.colorlib.com/theme/glint/)
18:57:18	299613/299613	---M--	200	added ('OK')	image/jpeg	etag:%224925d-5b2573f276ac0%22	https://preview.colorlib.com/theme/glint/images/portfolio/gallery/g-guitarist.jpg	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/portfolio/gallery/g-guitarist.jpg	(from https://preview.colorlib.com/theme/glint/)
18:57:18	105949/105949	---M--	200	added ('OK')	image/jpeg	etag:%2219ddd-5b2573edb1f80%22	https://preview.colorlib.com/theme/glint/images/portfolio/guitarist.jpg	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/portfolio/guitarist.jpg	(from https://preview.colorlib.com/theme/glint/)
18:57:19	481657/481657	---M--	200	added ('OK')	image/jpeg	etag:%2275979-5b2573f276ac0%22	https://preview.colorlib.com/theme/glint/images/portfolio/gallery/g-palmeira.jpg	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/portfolio/gallery/g-palmeira.jpg	(from https://preview.colorlib.com/theme/glint/)
18:57:19	137324/137324	---M--	200	added ('OK')	image/jpeg	etag:%222186c-5b2573eea61c0%22	https://preview.colorlib.com/theme/glint/images/portfolio/palmeira.jpg	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/portfolio/palmeira.jpg	(from https://preview.colorlib.com/theme/glint/)
18:57:19	2765/2765	---M--	200	added ('OK')	image/png	etag:%22acd-5b2573f923a80%22	https://preview.colorlib.com/theme/glint/images/clients/apple.png	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/clients/apple.png	(from https://preview.colorlib.com/theme/glint/)
18:57:19	5846/5846	---M--	200	added ('OK')	image/png	etag:%2216d6-5b2573fc00140%22	https://preview.colorlib.com/theme/glint/images/clients/atom.png	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/clients/atom.png	(from https://preview.colorlib.com/theme/glint/)
18:57:20	2720/2720	---M--	200	added ('OK')	image/png	etag:%22aa0-5b2573fb0bf00%22	https://preview.colorlib.com/theme/glint/images/clients/blackberry.png	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/clients/blackberry.png	(from https://preview.colorlib.com/theme/glint/)
18:57:20	3660/3660	---M--	200	added ('OK')	image/png	etag:%22e4c-5b2573fcf4380%22	https://preview.colorlib.com/theme/glint/images/clients/dropbox.png	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/clients/dropbox.png	(from https://preview.colorlib.com/theme/glint/)
18:57:20	2808/2808	---M--	200	added ('OK')	image/png	etag:%22af8-5b2573fc00140%22	https://preview.colorlib.com/theme/glint/images/clients/envato.png	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/clients/envato.png	(from https://preview.colorlib.com/theme/glint/)
18:57:20	5332/5332	---M--	200	added ('OK')	image/png	etag:%2214d4-5b2573fcf4380%22	https://preview.colorlib.com/theme/glint/images/clients/firefox.png	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/clients/firefox.png	(from https://preview.colorlib.com/theme/glint/)
18:57:21	4466/4466	---M--	200	added ('OK')	image/png	etag:%221172-5b2573fa17cc0%22	https://preview.colorlib.com/theme/glint/images/clients/joomla.png	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/clients/joomla.png	(from https://preview.colorlib.com/theme/glint/)
18:57:21	2780/2780	---M--	200	added ('OK')	image/png	etag:%22adc-5b2573f923a80%22	https://preview.colorlib.com/theme/glint/images/clients/magento.png	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/clients/magento.png	(from https://preview.colorlib.com/theme/glint/)
18:57:21	37521/37521	---M--	200	added ('OK')	image/jpeg	etag:%229291-5b2573f6473c0%22	https://preview.colorlib.com/theme/glint/images/avatars/user-01.jpg	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/avatars/user-01.jpg	(from https://preview.colorlib.com/theme/glint/)
18:57:21	45985/45985	---M--	200	added ('OK')	image/jpeg	etag:%22b3a1-5b2573f553180%22	https://preview.colorlib.com/theme/glint/images/avatars/user-05.jpg	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/avatars/user-05.jpg	(from https://preview.colorlib.com/theme/glint/)
18:57:22	33325/33325	---M--	200	added ('OK')	image/jpeg	etag:%22822d-5b2573f45ef40%22	https://preview.colorlib.com/theme/glint/images/avatars/user-02.jpg	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/avatars/user-02.jpg	(from https://preview.colorlib.com/theme/glint/)
18:57:22	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265cbb0fd-4d7%22	https://preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://preview.colorlib.com/theme/glint/)
18:57:22	89664/89664	---M-Z	200	added ('OK')	application/javascript	etag:%2215e40-5eb4d0859015d-gzip%22	https://preview.colorlib.com/theme/glint/js/jquery-3.6.1.min.js	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/js/jquery-3.6.1.min.js	(from https://preview.colorlib.com/theme/glint/)
18:57:22	188009/188009	---M-Z	200	added ('OK')	application/javascript	etag:%222de69-5b25740c36780-gzip%22	https://preview.colorlib.com/theme/glint/js/plugins.js	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/js/plugins.js	(from https://preview.colorlib.com/theme/glint/)
18:57:23	14526/14526	---M-Z	200	added ('OK')	application/javascript	etag:%2238be-5b25740c36780-gzip%22	https://preview.colorlib.com/theme/glint/js/main.js	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/js/main.js	(from https://preview.colorlib.com/theme/glint/)
18:57:23	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%227918-5b25741007080-gzip%22	https://preview.colorlib.com/theme/glint/css/font-awesome/css/font-awesome.min.css	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/css/font-awesome/css/font-awesome.min.css	(from https://preview.colorlib.com/theme/glint/css/base.css)
18:57:23	11729/11729	---M-Z	200	added ('OK')	text/css	etag:%222dd1-5b257414cbbc0-gzip%22	https://preview.colorlib.com/theme/glint/css/micons/micons.css	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/css/micons/micons.css	(from https://preview.colorlib.com/theme/glint/css/base.css)
18:57:23	3812/3812	---M-Z	200	added ('OK')	text/css	etag:%22ee4-5c1f9c5ea00b9-gzip%22	https://preview.colorlib.com/theme/glint/css/fonts.css	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/css/fonts.css	(from https://preview.colorlib.com/theme/glint/css/base.css)
18:57:24	547/547	---M--	200	added ('OK')	image/png	etag:%22223-5b2573f73b600%22	https://preview.colorlib.com/theme/glint/images/photoswipe/default-skin.png	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/photoswipe/default-skin.png	(from https://preview.colorlib.com/theme/glint/css/vendor.css)
18:57:24	2203/2203	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Feb%202024%2017:57:24%20GMT	https://preview.colorlib.com/theme/glint/css/images/photoswipe/default-skin.svg	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/css/images/photoswipe/default-skin.svg	(from https://preview.colorlib.com/theme/glint/css/vendor.css)
18:57:24	919/919	---M--	200	added ('OK')	image/png	etag:%22397-5b2573e8ed440%22	https://preview.colorlib.com/theme/glint/images/left-arrow.png	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/left-arrow.png	(from https://preview.colorlib.com/theme/glint/css/main.css)
18:57:25	902/902	---M--	200	added ('OK')	image/png	etag:%22386-5b2573e9e1680%22	https://preview.colorlib.com/theme/glint/images/right-arrow.png	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/right-arrow.png	(from https://preview.colorlib.com/theme/glint/css/main.css)
18:57:25	169057/169057	---M--	200	added ('OK')	image/jpeg	etag:%2229461-5b2573e51cb40%22	https://preview.colorlib.com/theme/glint/images/contact-bg.jpg	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/contact-bg.jpg	(from https://preview.colorlib.com/theme/glint/css/main.css)
18:57:25	2787/2787	---M--	200	added ('OK')	image/png	etag:%22ae3-5b2573e610d80%22	https://preview.colorlib.com/theme/glint/images/logo-footer.png	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/logo-footer.png	(from https://preview.colorlib.com/theme/glint/css/main.css)
18:57:26	596/596	---M--	200	added ('OK')	image/png	etag:%22254-5b2573e9e1680%22	https://preview.colorlib.com/theme/glint/images/email-icon.png	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/images/email-icon.png	(from https://preview.colorlib.com/theme/glint/css/main.css)
18:57:26	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222876e-5b257413d7980%22	https://preview.colorlib.com/theme/glint/css/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/css/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://preview.colorlib.com/theme/glint/css/font-awesome/css/font-awesome.min.css)
18:57:26	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222876e-5b257413d7980%22	https://preview.colorlib.com/theme/glint/css/font-awesome/fonts/fontawesome-webfont.eot?	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/css/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://preview.colorlib.com/theme/glint/css/font-awesome/css/font-awesome.min.css)
18:57:27	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-5b257410fb2c0%22	https://preview.colorlib.com/theme/glint/css/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/css/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from https://preview.colorlib.com/theme/glint/css/font-awesome/css/font-awesome.min.css)
18:57:27	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2217ee8-5b257411ef500%22	https://preview.colorlib.com/theme/glint/css/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/css/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from https://preview.colorlib.com/theme/glint/css/font-awesome/css/font-awesome.min.css)
18:57:27	165548/165548	---MCZ	200	added ('OK')	font/ttf	etag:W/%22286ac-5b257412e3740%22	https://preview.colorlib.com/theme/glint/css/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/css/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from https://preview.colorlib.com/theme/glint/css/font-awesome/css/font-awesome.min.css)
18:57:27	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226c7db-5b257412e3740%22	https://preview.colorlib.com/theme/glint/css/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/css/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from https://preview.colorlib.com/theme/glint/css/font-awesome/css/font-awesome.min.css)
18:57:27	73616/73616	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2211f90-5b257414cbbc0%22	https://preview.colorlib.com/theme/glint/css/micons/fonts/icomoon.eot?jo2z5t	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/css/micons/fonts/icomoon4286.eot	(from https://preview.colorlib.com/theme/glint/css/micons/micons.css)
18:57:28	73452/73452	---MCZ	200	added ('OK')	font/ttf	etag:W/%2211eec-5b257416b4040%22	https://preview.colorlib.com/theme/glint/css/micons/fonts/icomoon.ttf?jo2z5t	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/css/micons/fonts/icomoon4286.ttf	(from https://preview.colorlib.com/theme/glint/css/micons/micons.css)
18:57:28	73528/73528	---M--	200	added ('OK')	font/woff	etag:%2211f38-5b257415bfe00%22	https://preview.colorlib.com/theme/glint/css/micons/fonts/icomoon.woff?jo2z5t	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/css/micons/fonts/icomoon4286.woff	(from https://preview.colorlib.com/theme/glint/css/micons/micons.css)
18:57:28	34276/34276	---M--	200	added ('OK')	font/woff2	etag:%2285e4-5b2574067da00%22	https://preview.colorlib.com/theme/glint/fonts/lora/lora-regular-webfont.woff2	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/fonts/lora/lora-regular-webfont.woff2	(from https://preview.colorlib.com/theme/glint/css/fonts.css)
18:57:29	268446/268446	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224189e-5b257415bfe00%22	https://preview.colorlib.com/theme/glint/css/micons/fonts/icomoon.svg?jo2z5t	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/css/micons/fonts/icomoon4286.svg	(from https://preview.colorlib.com/theme/glint/css/micons/micons.css)
18:57:29	42792/42792	---M--	200	added ('OK')	font/woff	etag:%22a728-5b25740865e80%22	https://preview.colorlib.com/theme/glint/fonts/lora/lora-regular-webfont.woff	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/fonts/lora/lora-regular-webfont.woff	(from https://preview.colorlib.com/theme/glint/css/fonts.css)
18:57:29	38316/38316	---M--	200	added ('OK')	font/woff2	etag:%2295ac-5b2574095a0c0%22	https://preview.colorlib.com/theme/glint/fonts/lora/lora-italic-webfont.woff2	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/fonts/lora/lora-italic-webfont.woff2	(from https://preview.colorlib.com/theme/glint/css/fonts.css)
18:57:30	49616/49616	---M--	200	added ('OK')	font/woff	etag:%22c1d0-5b2574067da00%22	https://preview.colorlib.com/theme/glint/fonts/lora/lora-italic-webfont.woff	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/fonts/lora/lora-italic-webfont.woff	(from https://preview.colorlib.com/theme/glint/css/fonts.css)
18:57:30	32668/32668	---M--	200	added ('OK')	font/woff2	etag:%227f9c-5b25740865e80%22	https://preview.colorlib.com/theme/glint/fonts/lora/lora-bold-webfont.woff2	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/fonts/lora/lora-bold-webfont.woff2	(from https://preview.colorlib.com/theme/glint/css/fonts.css)
18:57:30	40388/40388	---M--	200	added ('OK')	font/woff	etag:%229dc4-5b257405897c0%22	https://preview.colorlib.com/theme/glint/fonts/lora/lora-bold-webfont.woff	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/fonts/lora/lora-bold-webfont.woff	(from https://preview.colorlib.com/theme/glint/css/fonts.css)
18:57:31	41576/41576	---M--	200	added ('OK')	font/woff2	etag:%22a268-5b2574095a0c0%22	https://preview.colorlib.com/theme/glint/fonts/lora/lora-bolditalic-webfont.woff2	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/fonts/lora/lora-bolditalic-webfont.woff2	(from https://preview.colorlib.com/theme/glint/css/fonts.css)
18:57:31	54616/54616	---M--	200	added ('OK')	font/woff	etag:%22d558-5b2574067da00%22	https://preview.colorlib.com/theme/glint/fonts/lora/lora-bolditalic-webfont.woff	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/fonts/lora/lora-bolditalic-webfont.woff	(from https://preview.colorlib.com/theme/glint/css/fonts.css)
18:57:31	17860/17860	---M--	200	added ('OK')	font/woff2	etag:%2245c4-5b2573fedc800%22	https://preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-black-webfont.woff2	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-black-webfont.woff2	(from https://preview.colorlib.com/theme/glint/css/fonts.css)
18:57:31	23912/23912	---M--	200	added ('OK')	font/woff	etag:%225d68-5b257400c4c80%22	https://preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-black-webfont.woff	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-black-webfont.woff	(from https://preview.colorlib.com/theme/glint/css/fonts.css)
18:57:32	18404/18404	---M--	200	added ('OK')	font/woff2	etag:%2247e4-5b2573fedc800%22	https://preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-extrabold-webfont.woff2	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-extrabold-webfont.woff2	(from https://preview.colorlib.com/theme/glint/css/fonts.css)
18:57:32	24424/24424	---M--	200	added ('OK')	font/woff	etag:%225f68-5b257403a1340%22	https://preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-extrabold-webfont.woff	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-extrabold-webfont.woff	(from https://preview.colorlib.com/theme/glint/css/fonts.css)
18:57:32	18936/18936	---M--	200	added ('OK')	font/woff2	etag:%2249f8-5b257400c4c80%22	https://preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-bold-webfont.woff2	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-bold-webfont.woff2	(from https://preview.colorlib.com/theme/glint/css/fonts.css)
18:57:32	25080/25080	---M--	200	added ('OK')	font/woff	etag:%2261f8-5b257400c4c80%22	https://preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-bold-webfont.woff	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-bold-webfont.woff	(from https://preview.colorlib.com/theme/glint/css/fonts.css)
18:57:33	18980/18980	---M--	200	added ('OK')	font/woff2	etag:%224a24-5b257403a1340%22	https://preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-semibold-webfont.woff2	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-semibold-webfont.woff2	(from https://preview.colorlib.com/theme/glint/css/fonts.css)
18:57:33	25188/25188	---M--	200	added ('OK')	font/woff	etag:%226264-5b2573ffd0a40%22	https://preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-semibold-webfont.woff	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-semibold-webfont.woff	(from https://preview.colorlib.com/theme/glint/css/fonts.css)
18:57:33	18988/18988	---M--	200	added ('OK')	font/woff2	etag:%224a2c-5b257403a1340%22	https://preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-medium-webfont.woff2	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-medium-webfont.woff2	(from https://preview.colorlib.com/theme/glint/css/fonts.css)
18:57:33	25132/25132	---M--	200	added ('OK')	font/woff	etag:%22622c-5b257401b8ec0%22	https://preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-medium-webfont.woff	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-medium-webfont.woff	(from https://preview.colorlib.com/theme/glint/css/fonts.css)
18:57:33	18824/18824	---M--	200	added ('OK')	font/woff2	etag:%224988-5b2573fde85c0%22	https://preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-regular-webfont.woff2	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-regular-webfont.woff2	(from https://preview.colorlib.com/theme/glint/css/fonts.css)
18:57:34	24820/24820	---M--	200	added ('OK')	font/woff	etag:%2260f4-5b2573fedc800%22	https://preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-regular-webfont.woff	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-regular-webfont.woff	(from https://preview.colorlib.com/theme/glint/css/fonts.css)
18:57:34	18680/18680	---M--	200	added ('OK')	font/woff2	etag:%2248f8-5b25740495580%22	https://preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-light-webfont.woff2	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-light-webfont.woff2	(from https://preview.colorlib.com/theme/glint/css/fonts.css)
18:57:34	24676/24676	---M--	200	added ('OK')	font/woff	etag:%226064-5b2573ffd0a40%22	https://preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-light-webfont.woff	C:/Users/User/Desktop/prositeproject/prositeproject/preview.colorlib.com/theme/glint/fonts/montserrat/montserrat-light-webfont.woff	(from https://preview.colorlib.com/theme/glint/css/fonts.css)
